# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-06-21 16:24:19 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 05325000 MINNESOTA RIVER AT MANKATO, MN
# -----------------------------------------------------------------------------------
#
# Data provided for site 05325000
#            TS   parameter     Description
#        301759       63160     Stream water level elevation above NAVD 1988, in feet
#         74622       00065     Gage height, feet
#         74623       00060     Discharge, cubic feet per second
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	74622_00065	74622_00065_cd	74623_00060	74623_00060_cd
USGS	05325000	2016-06-10 05:30	CDT	8.39	A	8170	A
USGS	05325000	2016-06-10 05:45	CDT	8.38	A	8150	A
USGS	05325000	2016-06-10 06:00	CDT	8.38	A	8150	A
USGS	05325000	2016-06-10 06:15	CDT	8.38	A	8150	A
USGS	05325000	2016-06-10 06:30	CDT	8.37	A	8130	A
USGS	05325000	2016-06-10 06:45	CDT	8.37	A	8130	A
USGS	05325000	2016-06-10 07:00	CDT	8.37	A	8130	A
USGS	05325000	2016-06-10 07:15	CDT	8.37	A	8130	A
USGS	05325000	2016-06-10 07:30	CDT	8.37	A	8130	A
USGS	05325000	2016-06-10 07:45	CDT	8.37	A	8130	A
USGS	05325000	2016-06-10 08:00	CDT	8.37	A	8130	A
USGS	05325000	2016-06-10 08:15	CDT	8.36	A	8120	A
USGS	05325000	2016-06-10 08:30	CDT	8.37	A	8130	A
USGS	05325000	2016-06-10 08:45	CDT	8.36	A	8120	A
USGS	05325000	2016-06-10 09:00	CDT	8.37	A	8130	A
USGS	05325000	2016-06-10 09:15	CDT	8.36	A	8120	A
USGS	05325000	2016-06-10 09:45	CDT	8.36	A	8120	A
USGS	05325000	2016-06-10 10:00	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 10:15	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 10:30	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 10:45	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 11:00	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 11:15	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 11:30	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 11:45	CDT	8.34	A	8080	A
USGS	05325000	2016-06-10 12:00	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 12:15	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 12:30	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 12:45	CDT	8.36	A	8120	A
USGS	05325000	2016-06-10 13:00	CDT	8.36	A	8120	A
USGS	05325000	2016-06-10 13:15	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 13:30	CDT	8.36	A	8120	A
USGS	05325000	2016-06-10 13:45	CDT	8.36	A	8120	A
USGS	05325000	2016-06-10 14:00	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 14:15	CDT	8.34	A	8080	A
USGS	05325000	2016-06-10 14:30	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 14:45	CDT	8.34	A	8080	A
USGS	05325000	2016-06-10 15:00	CDT	8.34	A	8080	A
USGS	05325000	2016-06-10 15:15	CDT	8.33	A	8070	A
USGS	05325000	2016-06-10 15:30	CDT	8.35	A	8100	A
USGS	05325000	2016-06-10 15:45	CDT	8.44	A	8250	A
USGS	05325000	2016-06-10 16:00	CDT	8.55	A	8430	A
USGS	05325000	2016-06-10 16:15	CDT	8.56	A	8450	A
USGS	05325000	2016-06-10 16:30	CDT	8.54	A	8420	A
USGS	05325000	2016-06-10 16:45	CDT	8.55	A	8430	A
USGS	05325000	2016-06-10 17:00	CDT	8.55	A	8430	A
USGS	05325000	2016-06-10 17:15	CDT	8.55	A	8430	A
USGS	05325000	2016-06-10 17:30	CDT	8.55	A	8430	A
USGS	05325000	2016-06-10 17:45	CDT	8.53	A	8400	A
USGS	05325000	2016-06-10 18:00	CDT	8.52	A	8380	A
USGS	05325000	2016-06-10 18:15	CDT	8.50	A	8350	A
USGS	05325000	2016-06-10 18:30	CDT	8.48	A	8310	A
USGS	05325000	2016-06-10 18:45	CDT	8.47	A	8300	A
USGS	05325000	2016-06-10 19:00	CDT	8.46	A	8280	A
USGS	05325000	2016-06-10 19:15	CDT	8.46	A	8280	A
USGS	05325000	2016-06-10 19:30	CDT	8.46	A	8280	A
USGS	05325000	2016-06-10 19:45	CDT	8.47	A	8300	A
USGS	05325000	2016-06-10 20:00	CDT	8.48	A	8310	A
USGS	05325000	2016-06-10 20:15	CDT	8.49	A	8330	A
USGS	05325000	2016-06-10 20:30	CDT	8.50	A	8350	A
USGS	05325000	2016-06-10 20:45	CDT	8.50	A	8350	A
USGS	05325000	2016-06-10 21:00	CDT	8.50	A	8350	A
USGS	05325000	2016-06-10 21:15	CDT	8.50	A	8350	A
USGS	05325000	2016-06-10 21:30	CDT	8.50	A	8350	A
USGS	05325000	2016-06-10 21:45	CDT	8.50	A	8350	A
USGS	05325000	2016-06-10 22:00	CDT	8.50	A	8350	A
USGS	05325000	2016-06-10 22:15	CDT	8.49	A	8330	A
USGS	05325000	2016-06-10 22:30	CDT	8.48	A	8310	A
USGS	05325000	2016-06-10 22:45	CDT	8.47	A	8300	A
USGS	05325000	2016-06-10 23:00	CDT	8.47	A	8300	A
USGS	05325000	2016-06-10 23:15	CDT	8.47	A	8300	A
USGS	05325000	2016-06-10 23:30	CDT	8.47	A	8300	A
USGS	05325000	2016-06-10 23:45	CDT	8.47	A	8300	A
USGS	05325000	2016-06-11 00:00	CDT	8.46	A	8280	A
USGS	05325000	2016-06-11 00:15	CDT	8.46	A	8280	A
USGS	05325000	2016-06-11 00:30	CDT	8.45	A	8260	A
USGS	05325000	2016-06-11 00:45	CDT	8.46	A	8280	A
USGS	05325000	2016-06-11 01:00	CDT	8.46	A	8280	A
USGS	05325000	2016-06-11 01:15	CDT	8.45	A	8260	A
USGS	05325000	2016-06-11 01:30	CDT	8.45	A	8260	A
USGS	05325000	2016-06-11 01:45	CDT	8.45	A	8260	A
USGS	05325000	2016-06-11 02:00	CDT	8.44	A	8250	A
USGS	05325000	2016-06-11 02:15	CDT	8.44	A	8250	A
USGS	05325000	2016-06-11 02:30	CDT	8.44	A	8250	A
USGS	05325000	2016-06-11 02:45	CDT	8.43	A	8230	A
USGS	05325000	2016-06-11 03:00	CDT	8.44	A	8250	A
USGS	05325000	2016-06-11 03:15	CDT	8.43	A	8230	A
USGS	05325000	2016-06-11 03:30	CDT	8.43	A	8230	A
USGS	05325000	2016-06-11 03:45	CDT	8.43	A	8230	A
USGS	05325000	2016-06-11 04:00	CDT	8.42	A	8210	A
USGS	05325000	2016-06-11 04:15	CDT	8.43	A	8230	A
USGS	05325000	2016-06-11 04:30	CDT	8.42	A	8210	A
USGS	05325000	2016-06-11 04:45	CDT	8.42	A	8210	A
USGS	05325000	2016-06-11 05:00	CDT	8.43	A	8230	A
USGS	05325000	2016-06-11 05:15	CDT	8.43	A	8230	A
USGS	05325000	2016-06-11 05:30	CDT	8.42	A	8210	A
USGS	05325000	2016-06-11 05:45	CDT	8.42	A	8210	A
USGS	05325000	2016-06-11 06:00	CDT	8.43	A	8230	A
USGS	05325000	2016-06-11 06:15	CDT	8.42	A	8210	A
USGS	05325000	2016-06-11 06:30	CDT	8.42	A	8210	A
USGS	05325000	2016-06-11 06:45	CDT	8.42	A	8210	A
USGS	05325000	2016-06-11 07:00	CDT	8.42	A	8210	A
USGS	05325000	2016-06-11 07:15	CDT	8.41	A	8200	A
USGS	05325000	2016-06-11 07:30	CDT	8.41	A	8200	A
USGS	05325000	2016-06-11 07:45	CDT	8.41	A	8200	A
USGS	05325000	2016-06-11 08:00	CDT	8.40	A	8180	A
USGS	05325000	2016-06-11 08:15	CDT	8.40	A	8180	A
USGS	05325000	2016-06-11 08:30	CDT	8.40	A	8180	A
USGS	05325000	2016-06-11 08:45	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 09:00	CDT	8.40	A	8180	A
USGS	05325000	2016-06-11 09:15	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 09:30	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 09:45	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 10:00	CDT	8.40	A	8180	A
USGS	05325000	2016-06-11 10:15	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 10:30	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 10:45	CDT	8.38	A	8150	A
USGS	05325000	2016-06-11 11:00	CDT	8.38	A	8150	A
USGS	05325000	2016-06-11 11:15	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 11:30	CDT	8.38	A	8150	A
USGS	05325000	2016-06-11 11:45	CDT	8.38	A	8150	A
USGS	05325000	2016-06-11 12:00	CDT	8.37	A	8130	A
USGS	05325000	2016-06-11 12:15	CDT	8.36	A	8120	A
USGS	05325000	2016-06-11 12:45	CDT	8.35	A	8100	A
USGS	05325000	2016-06-11 13:00	CDT	8.35	A	8100	A
USGS	05325000	2016-06-11 13:15	CDT	8.34	A	8080	A
USGS	05325000	2016-06-11 13:30	CDT	8.34	A	8080	A
USGS	05325000	2016-06-11 13:45	CDT	8.35	A	8100	A
USGS	05325000	2016-06-11 14:00	CDT	8.35	A	8100	A
USGS	05325000	2016-06-11 14:15	CDT	8.37	A	8130	A
USGS	05325000	2016-06-11 14:30	CDT	8.38	A	8150	A
USGS	05325000	2016-06-11 14:45	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 15:00	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 15:15	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 15:30	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 15:45	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 16:00	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 16:15	CDT	8.39	A	8170	A
USGS	05325000	2016-06-11 16:30	CDT	8.38	A	8150	A
USGS	05325000	2016-06-11 16:45	CDT	8.37	A	8130	A
USGS	05325000	2016-06-11 17:00	CDT	8.36	A	8120	A
USGS	05325000	2016-06-11 17:15	CDT	8.34	A	8080	A
USGS	05325000	2016-06-11 17:30	CDT	8.33	A	8070	A
USGS	05325000	2016-06-11 17:45	CDT	8.31	A	8050	A
USGS	05325000	2016-06-11 18:00	CDT	8.30	A	8030	A
USGS	05325000	2016-06-11 18:15	CDT	8.30	A	8030	A
USGS	05325000	2016-06-11 18:30	CDT	8.29	A	8020	A
USGS	05325000	2016-06-11 18:45	CDT	8.29	A	8020	A
USGS	05325000	2016-06-11 19:00	CDT	8.28	A	8000	A
USGS	05325000	2016-06-11 19:15	CDT	8.28	A	8000	A
USGS	05325000	2016-06-11 19:30	CDT	8.28	A	8000	A
USGS	05325000	2016-06-11 19:45	CDT	8.29	A	8020	A
USGS	05325000	2016-06-11 20:00	CDT	8.29	A	8020	A
USGS	05325000	2016-06-11 20:15	CDT	8.28	A	8000	A
USGS	05325000	2016-06-11 20:30	CDT	8.28	A	8000	A
USGS	05325000	2016-06-11 20:45	CDT	8.28	A	8000	A
USGS	05325000	2016-06-11 21:00	CDT	8.28	A	8000	A
USGS	05325000	2016-06-11 21:15	CDT	8.28	A	8000	A
USGS	05325000	2016-06-11 21:30	CDT	8.27	A	7980	A
USGS	05325000	2016-06-11 21:45	CDT	8.28	A	8000	A
USGS	05325000	2016-06-11 22:00	CDT	8.27	A	7980	A
USGS	05325000	2016-06-11 22:15	CDT	8.27	A	7980	A
USGS	05325000	2016-06-11 22:30	CDT	8.28	A	8000	A
USGS	05325000	2016-06-11 22:45	CDT	8.27	A	7980	A
USGS	05325000	2016-06-11 23:00	CDT	8.27	A	7980	A
USGS	05325000	2016-06-11 23:15	CDT	8.27	A	7980	A
USGS	05325000	2016-06-11 23:30	CDT	8.26	A	7970	A
USGS	05325000	2016-06-11 23:45	CDT	8.26	A	7970	A
USGS	05325000	2016-06-12 00:00	CDT	8.26	A	7970	A
USGS	05325000	2016-06-12 00:15	CDT	8.26	A	7970	A
USGS	05325000	2016-06-12 00:30	CDT	8.25	A	7950	A
USGS	05325000	2016-06-12 00:45	CDT	8.25	A	7950	A
USGS	05325000	2016-06-12 01:00	CDT	8.25	A	7950	A
USGS	05325000	2016-06-12 01:15	CDT	8.25	A	7950	A
USGS	05325000	2016-06-12 01:30	CDT	8.24	A	7940	A
USGS	05325000	2016-06-12 01:45	CDT	8.24	A	7940	A
USGS	05325000	2016-06-12 02:00	CDT	8.23	A	7920	A
USGS	05325000	2016-06-12 02:15	CDT	8.23	A	7920	A
USGS	05325000	2016-06-12 02:30	CDT	8.22	A	7900	A
USGS	05325000	2016-06-12 02:45	CDT	8.22	A	7900	A
USGS	05325000	2016-06-12 03:00	CDT	8.22	A	7900	A
USGS	05325000	2016-06-12 03:15	CDT	8.22	A	7900	A
USGS	05325000	2016-06-12 03:30	CDT	8.22	A	7900	A
USGS	05325000	2016-06-12 03:45	CDT	8.21	A	7890	A
USGS	05325000	2016-06-12 04:00	CDT	8.19	A	7850	A
USGS	05325000	2016-06-12 04:15	CDT	8.20	A	7870	A
USGS	05325000	2016-06-12 04:30	CDT	8.20	A	7870	A
USGS	05325000	2016-06-12 04:45	CDT	8.19	A	7850	A
USGS	05325000	2016-06-12 05:00	CDT	8.19	A	7850	A
USGS	05325000	2016-06-12 05:15	CDT	8.19	A	7850	A
USGS	05325000	2016-06-12 05:30	CDT	8.18	A	7840	A
USGS	05325000	2016-06-12 05:45	CDT	8.18	A	7840	A
USGS	05325000	2016-06-12 06:00	CDT	8.17	A	7820	A
USGS	05325000	2016-06-12 06:15	CDT	8.17	A	7820	A
USGS	05325000	2016-06-12 06:30	CDT	8.17	A	7820	A
USGS	05325000	2016-06-12 06:45	CDT	8.16	A	7810	A
USGS	05325000	2016-06-12 07:00	CDT	8.16	A	7810	A
USGS	05325000	2016-06-12 07:15	CDT	8.16	A	7810	A
USGS	05325000	2016-06-12 07:30	CDT	8.15	A	7790	A
USGS	05325000	2016-06-12 07:45	CDT	8.15	A	7790	A
USGS	05325000	2016-06-12 08:00	CDT	8.14	A	7770	A
USGS	05325000	2016-06-12 08:15	CDT	8.14	A	7770	A
USGS	05325000	2016-06-12 08:30	CDT	8.14	A	7770	A
USGS	05325000	2016-06-12 08:45	CDT	8.13	A	7760	A
USGS	05325000	2016-06-12 09:00	CDT	8.13	A	7760	A
USGS	05325000	2016-06-12 09:15	CDT	8.12	A	7740	A
USGS	05325000	2016-06-12 09:30	CDT	8.11	A	7730	A
USGS	05325000	2016-06-12 09:45	CDT	8.11	A	7730	A
USGS	05325000	2016-06-12 10:00	CDT	8.11	A	7730	A
USGS	05325000	2016-06-12 10:15	CDT	8.10	A	7710	A
USGS	05325000	2016-06-12 10:30	CDT	8.09	A	7690	A
USGS	05325000	2016-06-12 10:45	CDT	8.09	A	7690	A
USGS	05325000	2016-06-12 11:00	CDT	8.09	A	7690	A
USGS	05325000	2016-06-12 11:15	CDT	8.09	A	7690	A
USGS	05325000	2016-06-12 11:30	CDT	8.08	A	7680	A
USGS	05325000	2016-06-12 11:45	CDT	8.09	A	7690	A
USGS	05325000	2016-06-12 12:00	CDT	8.10	A	7710	A
USGS	05325000	2016-06-12 12:15	CDT	8.11	A	7730	A
USGS	05325000	2016-06-12 12:30	CDT	8.11	A	7730	A
USGS	05325000	2016-06-12 12:45	CDT	8.11	A	7730	A
USGS	05325000	2016-06-12 13:00	CDT	8.12	A	7740	A
USGS	05325000	2016-06-12 13:15	CDT	8.12	A	7740	A
USGS	05325000	2016-06-12 13:30	CDT	8.11	A	7730	A
USGS	05325000	2016-06-12 13:45	CDT	8.10	A	7710	A
USGS	05325000	2016-06-12 14:00	CDT	8.09	A	7690	A
USGS	05325000	2016-06-12 14:15	CDT	8.08	A	7680	A
USGS	05325000	2016-06-12 14:30	CDT	8.08	A	7680	A
USGS	05325000	2016-06-12 14:45	CDT	8.07	A	7660	A
USGS	05325000	2016-06-12 15:00	CDT	8.05	A	7630	A
USGS	05325000	2016-06-12 15:15	CDT	8.06	A	7650	A
USGS	05325000	2016-06-12 15:30	CDT	8.05	A	7630	A
USGS	05325000	2016-06-12 15:45	CDT	8.04	A	7610	A
USGS	05325000	2016-06-12 16:00	CDT	8.04	A	7610	A
USGS	05325000	2016-06-12 16:15	CDT	8.03	A	7600	A
USGS	05325000	2016-06-12 16:30	CDT	8.03	A	7600	A
USGS	05325000	2016-06-12 16:45	CDT	8.02	A	7580	A
USGS	05325000	2016-06-12 17:00	CDT	8.02	A	7580	A
USGS	05325000	2016-06-12 17:15	CDT	8.01	A	7570	A
USGS	05325000	2016-06-12 17:30	CDT	8.01	A	7570	A
USGS	05325000	2016-06-12 17:45	CDT	8.01	A	7570	A
USGS	05325000	2016-06-12 18:00	CDT	8.00	A	7550	A
USGS	05325000	2016-06-12 18:15	CDT	8.00	A	7550	A
USGS	05325000	2016-06-12 18:30	CDT	7.99	A	7540	A
USGS	05325000	2016-06-12 18:45	CDT	7.99	A	7540	A
USGS	05325000	2016-06-12 19:00	CDT	7.98	A	7520	A
USGS	05325000	2016-06-12 19:15	CDT	7.98	A	7520	A
USGS	05325000	2016-06-12 19:30	CDT	7.98	A	7520	A
USGS	05325000	2016-06-12 19:45	CDT	7.98	A	7520	A
USGS	05325000	2016-06-12 20:00	CDT	7.97	A	7500	A
USGS	05325000	2016-06-12 20:15	CDT	7.98	A	7520	A
USGS	05325000	2016-06-12 20:30	CDT	7.98	A	7520	A
USGS	05325000	2016-06-12 20:45	CDT	7.98	A	7520	A
USGS	05325000	2016-06-12 21:00	CDT	7.97	A	7500	A
USGS	05325000	2016-06-12 21:15	CDT	7.96	A	7490	A
USGS	05325000	2016-06-12 21:30	CDT	7.94	A	7460	A
USGS	05325000	2016-06-12 21:45	CDT	7.96	A	7490	A
USGS	05325000	2016-06-12 22:00	CDT	7.94	A	7460	A
USGS	05325000	2016-06-12 22:15	CDT	7.93	A	7440	A
USGS	05325000	2016-06-12 22:30	CDT	7.93	A	7440	A
USGS	05325000	2016-06-12 22:45	CDT	7.93	A	7440	A
USGS	05325000	2016-06-12 23:00	CDT	7.93	A	7440	A
USGS	05325000	2016-06-12 23:15	CDT	7.94	A	7460	A
USGS	05325000	2016-06-12 23:30	CDT	7.93	A	7440	A
USGS	05325000	2016-06-12 23:45	CDT	7.93	A	7440	A
USGS	05325000	2016-06-13 00:00	CDT	7.93	A	7440	A
USGS	05325000	2016-06-13 00:15	CDT	7.93	A	7440	A
USGS	05325000	2016-06-13 00:30	CDT	7.93	A	7440	A
USGS	05325000	2016-06-13 00:45	CDT	7.92	A	7420	A
USGS	05325000	2016-06-13 01:00	CDT	7.92	A	7420	A
USGS	05325000	2016-06-13 01:15	CDT	7.92	A	7420	A
USGS	05325000	2016-06-13 01:30	CDT	7.91	A	7410	A
USGS	05325000	2016-06-13 01:45	CDT	7.90	A	7390	A
USGS	05325000	2016-06-13 02:00	CDT	7.91	A	7410	A
USGS	05325000	2016-06-13 02:15	CDT	7.89	A	7380	A
USGS	05325000	2016-06-13 02:30	CDT	7.90	A	7390	A
USGS	05325000	2016-06-13 02:45	CDT	7.89	A	7380	A
USGS	05325000	2016-06-13 03:00	CDT	7.89	A	7380	A
USGS	05325000	2016-06-13 03:15	CDT	7.89	A	7380	A
USGS	05325000	2016-06-13 03:30	CDT	7.88	A	7360	A
USGS	05325000	2016-06-13 03:45	CDT	7.88	A	7360	A
USGS	05325000	2016-06-13 04:00	CDT	7.86	A	7330	A
USGS	05325000	2016-06-13 04:15	CDT	7.87	A	7350	A
USGS	05325000	2016-06-13 04:30	CDT	7.86	A	7330	A
USGS	05325000	2016-06-13 04:45	CDT	7.86	A	7330	A
USGS	05325000	2016-06-13 05:00	CDT	7.85	A	7320	A
USGS	05325000	2016-06-13 05:15	CDT	7.85	A	7320	A
USGS	05325000	2016-06-13 05:30	CDT	7.84	A	7300	A
USGS	05325000	2016-06-13 05:45	CDT	7.84	A	7300	A
USGS	05325000	2016-06-13 06:00	CDT	7.83	A	7280	A
USGS	05325000	2016-06-13 06:15	CDT	7.84	A	7300	A
USGS	05325000	2016-06-13 06:30	CDT	7.84	A	7300	A
USGS	05325000	2016-06-13 06:45	CDT	7.82	A	7270	A
USGS	05325000	2016-06-13 07:00	CDT	7.83	A	7280	A
USGS	05325000	2016-06-13 07:15	CDT	7.82	A	7270	A
USGS	05325000	2016-06-13 07:30	CDT	7.82	A	7270	A
USGS	05325000	2016-06-13 07:45	CDT	7.82	A	7270	A
USGS	05325000	2016-06-13 08:00	CDT	7.81	A	7250	A
USGS	05325000	2016-06-13 08:15	CDT	7.81	A	7250	A
USGS	05325000	2016-06-13 08:30	CDT	7.81	A	7250	A
USGS	05325000	2016-06-13 08:45	CDT	7.80	A	7240	A
USGS	05325000	2016-06-13 09:00	CDT	7.79	A	7220	A
USGS	05325000	2016-06-13 09:15	CDT	7.79	A	7220	A
USGS	05325000	2016-06-13 09:30	CDT	7.78	A	7210	A
USGS	05325000	2016-06-13 09:45	CDT	7.78	A	7210	A
USGS	05325000	2016-06-13 10:00	CDT	7.77	A	7190	A
USGS	05325000	2016-06-13 10:15	CDT	7.75	A	7160	A
USGS	05325000	2016-06-13 10:30	CDT	7.74	A	7150	A
USGS	05325000	2016-06-13 10:45	CDT	7.71	A	7100	A
USGS	05325000	2016-06-13 11:00	CDT	7.69	A	7070	A
USGS	05325000	2016-06-13 11:15	CDT	7.68	A	7050	A
USGS	05325000	2016-06-13 11:30	CDT	7.66	A	7040	A
USGS	05325000	2016-06-13 11:45	CDT	7.66	A	7040	A
USGS	05325000	2016-06-13 12:00	CDT	7.66	A	7040	A
USGS	05325000	2016-06-13 12:15	CDT	7.65	A	7020	A
USGS	05325000	2016-06-13 12:30	CDT	7.66	A	7040	A
USGS	05325000	2016-06-13 12:45	CDT	7.66	A	7040	A
USGS	05325000	2016-06-13 13:00	CDT	7.67	A	7050	A
USGS	05325000	2016-06-13 13:15	CDT	7.67	A	7050	A
USGS	05325000	2016-06-13 13:30	CDT	7.67	A	7050	A
USGS	05325000	2016-06-13 13:45	CDT	7.67	A	7050	A
USGS	05325000	2016-06-13 14:00	CDT	7.68	A	7050	A
USGS	05325000	2016-06-13 14:15	CDT	7.68	A	7050	A
USGS	05325000	2016-06-13 14:30	CDT	7.68	A	7050	A
USGS	05325000	2016-06-13 14:45	CDT	7.68	A	7050	A
USGS	05325000	2016-06-13 15:00	CDT	7.68	A	7050	A
USGS	05325000	2016-06-13 15:15	CDT	7.68	A	7050	A
USGS	05325000	2016-06-13 15:30	CDT	7.68	A	7050	A
USGS	05325000	2016-06-13 15:45	CDT	7.69	A	7070	A
USGS	05325000	2016-06-13 16:00	CDT	7.68	A	7050	A
USGS	05325000	2016-06-13 16:15	CDT	7.68	A	7050	A
USGS	05325000	2016-06-13 16:30	CDT	7.68	A	7050	A
USGS	05325000	2016-06-13 17:00	CDT	7.67	A	7050	A
USGS	05325000	2016-06-13 17:15	CDT	7.67	A	7050	A
USGS	05325000	2016-06-13 17:30	CDT	7.67	A	7050	A
USGS	05325000	2016-06-13 17:45	CDT	7.68	A	7050	A
USGS	05325000	2016-06-13 18:00	CDT	7.67	A	7050	A
USGS	05325000	2016-06-13 18:15	CDT	7.67	A	7050	A
USGS	05325000	2016-06-13 18:30	CDT	7.67	A	7050	A
USGS	05325000	2016-06-13 18:45	CDT	7.67	A	7050	A
USGS	05325000	2016-06-13 19:00	CDT	7.66	A	7040	A
USGS	05325000	2016-06-13 19:15	CDT	7.65	A	7020	A
USGS	05325000	2016-06-13 19:30	CDT	7.66	A	7040	A
USGS	05325000	2016-06-13 19:45	CDT	7.66	A	7040	A
USGS	05325000	2016-06-13 20:00	CDT	7.64	A	7010	A
USGS	05325000	2016-06-13 20:15	CDT	7.65	A	7020	A
USGS	05325000	2016-06-13 20:30	CDT	7.65	A	7020	A
USGS	05325000	2016-06-13 20:45	CDT	7.64	A	7010	A
USGS	05325000	2016-06-13 21:00	CDT	7.65	A	7020	A
USGS	05325000	2016-06-13 21:15	CDT	7.64	A	7010	A
USGS	05325000	2016-06-13 21:30	CDT	7.64	A	7010	A
USGS	05325000	2016-06-13 21:45	CDT	7.63	A	6990	A
USGS	05325000	2016-06-13 22:00	CDT	7.63	A	6990	A
USGS	05325000	2016-06-13 22:15	CDT	7.62	A	6980	A
USGS	05325000	2016-06-13 22:30	CDT	7.62	A	6980	A
USGS	05325000	2016-06-13 22:45	CDT	7.62	A	6980	A
USGS	05325000	2016-06-13 23:00	CDT	7.62	A	6980	A
USGS	05325000	2016-06-13 23:15	CDT	7.60	A	6950	A
USGS	05325000	2016-06-13 23:30	CDT	7.61	A	6960	A
USGS	05325000	2016-06-13 23:45	CDT	7.61	A	6960	A
USGS	05325000	2016-06-14 00:00	CDT	7.60	A	6950	A
USGS	05325000	2016-06-14 00:15	CDT	7.59	A	6930	A
USGS	05325000	2016-06-14 00:30	CDT	7.59	A	6930	A
USGS	05325000	2016-06-14 00:45	CDT	7.59	A	6930	A
USGS	05325000	2016-06-14 01:00	CDT	7.58	A	6920	A
USGS	05325000	2016-06-14 01:15	CDT	7.58	A	6920	A
USGS	05325000	2016-06-14 01:30	CDT	7.58	A	6920	A
USGS	05325000	2016-06-14 01:45	CDT	7.58	A	6920	A
USGS	05325000	2016-06-14 02:00	CDT	7.57	A	6900	A
USGS	05325000	2016-06-14 02:15	CDT	7.57	A	6900	A
USGS	05325000	2016-06-14 02:30	CDT	7.57	A	6900	A
USGS	05325000	2016-06-14 02:45	CDT	7.56	A	6890	A
USGS	05325000	2016-06-14 03:00	CDT	7.56	A	6890	A
USGS	05325000	2016-06-14 03:15	CDT	7.55	A	6870	A
USGS	05325000	2016-06-14 03:30	CDT	7.55	A	6870	A
USGS	05325000	2016-06-14 03:45	CDT	7.55	A	6870	A
USGS	05325000	2016-06-14 04:00	CDT	7.54	A	6860	A
USGS	05325000	2016-06-14 04:15	CDT	7.54	A	6860	A
USGS	05325000	2016-06-14 04:30	CDT	7.54	A	6860	A
USGS	05325000	2016-06-14 04:45	CDT	7.54	A	6860	A
USGS	05325000	2016-06-14 05:00	CDT	7.54	A	6860	A
USGS	05325000	2016-06-14 05:15	CDT	7.53	A	6840	A
USGS	05325000	2016-06-14 05:30	CDT	7.53	A	6840	A
USGS	05325000	2016-06-14 05:45	CDT	7.52	A	6830	A
USGS	05325000	2016-06-14 06:00	CDT	7.52	A	6830	A
USGS	05325000	2016-06-14 06:15	CDT	7.53	A	6840	A
USGS	05325000	2016-06-14 06:30	CDT	7.52	A	6830	A
USGS	05325000	2016-06-14 06:45	CDT	7.51	A	6810	A
USGS	05325000	2016-06-14 07:00	CDT	7.51	A	6810	A
USGS	05325000	2016-06-14 07:15	CDT	7.50	A	6800	A
USGS	05325000	2016-06-14 07:30	CDT	7.50	A	6800	A
USGS	05325000	2016-06-14 07:45	CDT	7.50	A	6800	A
USGS	05325000	2016-06-14 08:00	CDT	7.49	A	6780	A
USGS	05325000	2016-06-14 08:15	CDT	7.49	A	6780	A
USGS	05325000	2016-06-14 08:30	CDT	7.48	A	6770	A
